Brand,Product,Gender,Product_Type,Price,Sold,Available,Revenue_Potential,Demand_Score,Price_Category,Market_Segment,Sales_Performance,Brand_Popularity,Country,Inventory_Status,Stock_Turnover,Revenue_Rank
AS SHOWN,New Jo Malone London Wood Sage & Sea Salt Cologne Spray 3.4 oz/ 100 ml for Women,Women,Cologne,50.68,7.0,3.0,354.76,20.104,Mid-Range,Premium,Low Seller,Medium,United States,Low Stock,Slow,Others
Mandarin Duck,Mandarina Duck Black 3.4oz EDT Spray For Men New Choose Your Box (Regular/TSTR),Men,EDT,27.99,75.0,10.0,2099.25,60.897,Budget,Mass Market,Medium Seller,Low,United States,Medium Stock,Fast,Others
Al Wataniah,Attar Al Wesal EDP Perfume By Al Wataniah 100 ML🥇Hot New Super Rich Fragrance🥇,Women,EDP,39.99,79.0,10.0,3159.21,67.297,Mid-Range,Premium,Medium Seller,Low,United States,Medium Stock,Fast,Others
Lancôme,Lancôme Tresor 3.4oz Women's EDP Classic Fragrance New Sealed,Women,EDP,43.99,15.0,6.0,659.85,23.697000000000003,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Moderate,Others
Milestone Perfumes,Intimation By Milestone Eau de Parfum 3.4 oz Men,Men,Parfum,19.89,21.0,10.0,417.69,20.666999999999998,Budget,Mass Market,Medium Seller,Low,United States,Medium Stock,Slow,Others
Issey Miyake,L'EAU D'ISSEY By Issey Miyake cologne for him EDT 6.7 / 6.8 oz New in Box,Men,EDT,54.92,2465.0,124.0,135377.80000000002,1741.976,Mid-Range,Premium,High Seller,Low,United States,High Stock,Fast,Top 10%
Ralph Lauren,Polo Blue by Ralph Lauren 4.2 oz / 125ml EDT Spray Cologne For Men NEW & SEALED,Men,EDT,34.99,457.0,10.0,15990.43,330.397,Mid-Range,Premium,High Seller,High,United States,Medium Stock,Fast,Top 25%
Dolce&Gabbana,Dolce & Gabbana Pour Homme 4.2 oz D&G Cologne for Men Tester with Cap,Men,Cologne,33.37,400.0,5.0,13347.999999999998,290.011,Mid-Range,Premium,High Seller,High,United States,Medium Stock,Fast,Top 25%
Jovan,Jovan Musk for Women Cologne 3.25 oz - Classic Scent Spray,Women,Cologne,11.99,58.0,0.0,695.42,44.196999999999996,Budget,Mass Market,Medium Seller,Low,United States,Low Stock,Fast,Others
Estée Lauder,Estee Lauder Beautiful EDP 2.5 oz Classic Floral Women's Perfume,Women,EDP,29.49,27.0,6.0,796.2299999999999,27.747,Budget,Mass Market,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
JLO,Glow by J.LO Jennifer Lopez Perfume for Women 3.4 oz New in Box,Women,Unknown,26.81,478.0,0.0,12815.18,342.643,Budget,Mass Market,High Seller,Low,United States,Low Stock,Fast,Top 25%
Calvin Klein,Obsession By Calvin Klein Women 0.5 oz 15 ml Eau de Parfum Spray Mini New,Women,Parfum,10.35,182.0,10.0,1883.7,130.505,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Others
HERMÈS,Terre D'Hermes by Hermes cologne for men EDT 3.3 / 3.4 oz New in Box,Men,EDT,64.88,292.0,16.0,18944.96,223.86399999999998,Mid-Range,Premium,High Seller,Medium,United States,High Stock,Fast,Top 25%
Carolina Herrera,Good Girl by Carolina Herrera 2.7 oz Eau De Parfum Spray Women's New & Sealed,Women,Parfum,44.97,2.0,9.0,89.94,14.891,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Slow,Others
Marc Jacobs,Daisy Eau So Fresh Perfume by Marc Jacobs 4.2 oz EDT Spray for Women. Sealed Box,Women,EDT,39.99,1129.0,10.0,45148.71,802.2969999999999,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Top 10%
Paco Rabanne,Invictus Paco Rabanne Made Stronger With Pheromones For Super Sexy Scent Trails!,Men,Unknown,16.48,16.0,10.0,263.68,16.144,Budget,Mass Market,Low Seller,High,United States,Medium Stock,Slow,Others
MontBlanc,Montblanc Legend Spirit / MontBlanc EDT Spray 3.3 oz (100 ml) (m),Men,EDT,35.71,30.0,3.0,1071.3,31.713,Mid-Range,Premium,Medium Seller,Low,United States,Low Stock,Fast,Others
Viktor & Rolf,Viktor & Rolf Flowerbomb Ruby Orchid 3.4 oz. Eau de Parfum Spray,Women,Parfum,79.72,334.0,10.0,26626.48,257.716,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
Burberry,Brit Sheer by Burberry 3.3 / 3.4 oz EDT Perfume for Women New In Box,Women,EDT,35.08,6191.0,0.0,217180.28,4344.224,Mid-Range,Premium,High Seller,High,United States,Low Stock,Fast,Top 10%
Grandeur,Tribal Intense by Grandeur - Eau de Parfum for Men -100ml (3.4oz),Men,Parfum,37.99,44.0,10.0,1671.5600000000002,42.196999999999996,Mid-Range,Premium,Medium Seller,Low,United States,Medium Stock,Moderate,Others
Taylor Swift,Wonderstruck Enchanted ByTaylor Swift .17oz/5ml Edp Splash Mini  Same As Picture,Women,EDP,19.9,41.0,0.0,815.9,34.67,Budget,Mass Market,Medium Seller,Low,United States,Low Stock,Fast,Others
Giorgio² Armani,My Way by Giorgio Armani 3 oz EDP Perfume for Women New In Box,Women,EDP,42.98,29.0,10.0,1246.4199999999998,33.193999999999996,Mid-Range,Premium,Medium Seller,Low,United States,Medium Stock,Moderate,Others
Parfums de Marly,PARFUMS de MARLY DELINA La Rosee 2.5 oz./ 75 ml. EDP Spray- NEW IN BOX,Women,EDP,100.99,17.0,0.0,1716.83,42.196999999999996,Luxury,Luxury,Low Seller,Medium,United States,Low Stock,Fast,Others
Unbranded,Men's Perfume-Cupid Hypnosis Pheromone-Infused Cologne Fragrances Charm Toilette,Men,Cologne,15.99,136.0,10.0,2174.64,99.99699999999999,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Others
ALFRED SUNG,FOREVER by Alfred Sung for Women Perfume 4.2 oz New in Box,Women,Unknown,16.93,1516.0,52.0,25665.88,1066.279,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 25%
Mercedes-Benz,Mercedez Benz Club Black 3.3 oz EDT Spray Mens Cologne 100ml NIB,Men,EDT,47.99,17.0,10.0,815.83,26.296999999999997,Mid-Range,Premium,Low Seller,Low,United States,Medium Stock,Slow,Others
GUESS,Guess Seductive Red by Guess for women EDT 2.5 oz new in Box,Women,EDT,22.95,294.0,20.0,6747.3,212.68499999999997,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Others
Dolce & Gabbana,D&G DOLCE & GABBANA LIGHT BLUE EAU INTENSE WOMEN 1.5ml .05oz x 5 PERFUME SAMPLES,Women,Unknown,11.0,1613.0,10.0,17743.0,1132.3999999999999,Budget,Mass Market,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
Gianni Versace,Versace VERSENSE EDT for Women 3.3 / 3.4 oz New tester,Women,EDT,38.76,401.0,0.0,15542.759999999998,292.328,Mid-Range,Premium,High Seller,Low,United States,Low Stock,Fast,Top 25%
Pure Romance,Pure Romance- Dirty French Perfume Infused With Pheromones- new and sealed!,Women,Unknown,50.0,271.0,8.0,13550.0,204.7,Mid-Range,Premium,High Seller,Low,United States,Medium Stock,Fast,Top 25%
Rasasi,RASASI Hawas Ice For Men EDP - 100Ml (3.4Oz),Men,EDP,78.0,27.0,6.0,2106.0,42.3,Mid-Range,Premium,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
Gwen Stefani,L Lamb By Gwen Stefani Perfume Women 3.4 oz 100ML EDP Spray (T) Very Rare!,Women,EDP,150.0,62.0,0.0,9300.0,88.4,Luxury,Luxury,Medium Seller,Low,United States,Low Stock,Fast,Others
Dior,Dior Sauvage Eau de Toilette 3.4 Oz 100ml Brand New Sealed In box Free,Men,Eau De Toilette,84.99,13.0,9.0,1104.87,34.596999999999994,Luxury,Luxury,Low Seller,Medium,United States,Medium Stock,Slow,Others
Tom Ford,"5 Original M&H Tom Ford Impressions, Tobacco Vanille, Oud Wood & More",Men,Unknown,29.99,0.0,10.0,0.0,8.997,Budget,Mass Market,Low Seller,Low,United States,Medium Stock,Slow,Others
Evyan,White Shoulders 4.5 oz Perfume for Women Eau de Cologne Spray New In Box,Women,Cologne,18.62,2477.0,10.0,46121.740000000005,1739.4859999999999,Budget,Mass Market,High Seller,Low,United States,Medium Stock,Fast,Top 10%
Jean Paul Gaultier,Jean Paul Gaultier Le Male LE PARFUM 4.2 oz. Eau de Parfum INTENSE Spray. NO BOX,Men,Parfum,94.99,1024.0,10.0,97269.76,745.2969999999999,Luxury,Luxury,High Seller,Medium,United States,Medium Stock,Fast,Top 10%
Unbranded,USA Parfums de Marly Layton Royal Essence 4.2 oz. Men's Eau de Parfum,Men,Parfum,92.99,19.0,5.0,1766.81,41.196999999999996,Luxury,Luxury,Low Seller,High,United States,Medium Stock,Moderate,Others
Kilian,"KILIAN Paris Can't Stop Loving You Full Size 1.7oz/50mL, New in Sealed Box",Women,Unknown,100.99,15.0,0.0,1514.85,40.797,Luxury,Luxury,Low Seller,Medium,United States,Low Stock,Fast,Others
Jean Paul Gaultier,Jean Paul Gaultier Le Beau 4.2 oz. Eau de Toilette Spray for Men New NO BOX,Men,Eau De Toilette,114.99,539.0,10.0,61979.61,411.79699999999997,Luxury,Luxury,High Seller,Medium,United States,Medium Stock,Fast,Top 10%
Elizabeth & James,Elizabeth & James Nirvana Rose 0.34 oz eau de parfum rollerball NIB,Women,Parfum,10.99,104.0,10.0,1142.96,76.097,Budget,Mass Market,High Seller,Low,United States,Medium Stock,Fast,Others
Ariana Grande,Cloud by Ariana Grande 3.4 oz 100/mL EDP Perfume for Women New In Box SeaLed,Women,EDP,33.59,559.0,9.0,18776.81,401.37699999999995,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
CHANEL,Chanel Allure Homme Sport Eau Extreme 3.4oz 100ml New Authentic TES TER Bottle,Men,Unknown,129.0,11.0,3.0,1419.0,46.39999999999999,Luxury,Luxury,Low Seller,Medium,United States,Low Stock,Moderate,Others
Maison Alhambra,Maison Alhambra Men's Victorioso Victory EDP Spray 3.4 oz Fragrances,Men,EDP,19.73,55.0,0.0,1085.15,44.419,Budget,Mass Market,Medium Seller,Medium,United States,Low Stock,Fast,Others
Unbranded,Men's Pheromone-Infused Perfume Cupid Hypnosis Cologne Fragrances Charm Toilette,Men,Cologne,15.99,65.0,10.0,1039.35,50.297,Budget,Mass Market,Medium Seller,High,United States,Medium Stock,Fast,Others
Marc Jacobs,Marc Jacobs Daisy Women's Eau De Toilette Spray For Women EDT 3.4Oz 100ml New,Women,EDT,42.88,71.0,10.0,3044.48,62.56399999999999,Mid-Range,Premium,Medium Seller,Medium,United States,Medium Stock,Fast,Others
CHANEL,Chanel Chance Eau Tendre EDP Eau de Parfume Spray 3.4 Oz 100 Ml (Sealed Box),Women,EDP,118.99,36.0,6.0,4283.639999999999,60.89699999999999,Luxury,Luxury,Medium Seller,Medium,United States,Medium Stock,Fast,Others
Yves Saint Laurent,La Nuit De L'homme by Yves Saint Laurent YSL Cologne Men 3.3 3.4 oz New In Box,Men,Cologne,70.65,4802.0,0.0,339261.30000000005,3382.595,Mid-Range,Premium,High Seller,High,United States,Low Stock,Fast,Top 10%
Yves Saint Laurent,Libre By Yves Saint Laurent for Women EDT 1.6 oz / 50 ml *NEW IN SEALED BOX*,Women,EDT,53.99,137.0,10.0,7396.63,112.097,Mid-Range,Premium,High Seller,High,United States,Medium Stock,Fast,Others
Versace,Versace Dylan Purple Women EDP 3.4 Oz Spray lotion Shower gel & Mini 4 Pc Set,Women,EDP,92.95,34.0,5.0,3160.3,51.685,Luxury,Luxury,Medium Seller,High,United States,Medium Stock,Fast,Others
Giorgio Armani,"Acqua di Gio by Giorgio Armani for Men,  Eau de Toilette 6.7 oz Spray New in Box",Men,Eau De Toilette,44.99,19.0,9.0,854.8100000000001,26.796999999999997,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Slow,Others
Liz Claiborne,Curve Crush by Liz Claiborne EDT Perfume for Women 3.3 / 3.4 oz New In Box,Women,EDT,22.23,3584.0,10.0,79672.32,2515.4689999999996,Budget,Mass Market,High Seller,Medium,United States,Medium Stock,Fast,Top 10%
Emanuelle Ungaro,Diva by Emanuel Ungaro 3.4 oz for Women edp New in Box,Men,EDP,31.89,226.0,15.0,7207.14,167.767,Mid-Range,Premium,High Seller,Low,United States,Medium Stock,Fast,Others
Versace,Versace Dylan Purple Women 3.4 oz 100 ml *Eau De Parfum* Spray Tester,Women,Parfum,58.99,32.0,10.0,1887.68,40.096999999999994,Mid-Range,Premium,Medium Seller,High,United States,Medium Stock,Moderate,Others
Juicy Couture,VIVA LA JUICY NOIR by Juicy Couture Perfume Women 3.4 oz edp 3.3 New in Box,Women,EDP,34.38,2361.0,131.0,81171.18000000001,1663.014,Mid-Range,Premium,High Seller,Medium,United States,High Stock,Fast,Top 10%
Gucci,Gucci Bamboo 2.5oz Women's Eau de Parfum Spray New Sealed,Women,Parfum,43.69,18.0,6.0,786.42,25.707,Mid-Range,Premium,Low Seller,Medium,United States,Medium Stock,Moderate,Others
Ralph Lauren,Ralph by Ralph Lauren 3.4 oz EDT Perfume for Women TSTR,Women,EDT,43.98,12.0,7.0,527.76,21.593999999999998,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Slow,Others
Sean John,Sean John Unforgivable Women's Body Mist 8 oz - Irresistibly Fresh Perfume Spray,Women,Unknown,6.99,6.0,0.0,41.94,6.296999999999999,Budget,Mass Market,Low Seller,Low,United States,Low Stock,Fast,Others
Lancôme,Lancome Tresor - Romantic 3.4oz Eau de Parfum Spray for Women,Women,Parfum,43.99,15.0,6.0,659.85,23.697000000000003,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Moderate,Others
Thierry Mugler,Aura Mugler by Thierry Mugler Eau de Parfum Miniature Splash Perfume for Women,Women,Parfum,12.99,89.0,10.0,1156.1100000000001,66.197,Budget,Mass Market,Medium Seller,Medium,United States,Medium Stock,Fast,Others
Jo Malone,Jo Malone Peony & Blush Suede Eau de Cologne 3.4Fl Oz / 100 ML Perfume,Women,Cologne,49.99,13.0,9.0,649.87,24.097,Mid-Range,Premium,Low Seller,High,China,Medium Stock,Slow,Others
Paco Rabanne,Paco Rabanne 1 Million Royal Parfum 3.4 oz Cologne for Men New In Box,Men,Parfum,74.99,23.0,10.0,1724.77,38.596999999999994,Mid-Range,Premium,Medium Seller,High,Hong Kong,Medium Stock,Moderate,Others
Kilian,Good Girl Gone Bad By Kilian 50 ml/ 1.7oz Eau de Parfum Spray NEW SEALED,Women,Parfum,54.99,4.0,4.0,219.96,19.297,Mid-Range,Premium,Low Seller,Medium,Hong Kong,Low Stock,Slow,Others
Ard Al Zaafaran,Ard Al Zaafaran Men's Midnight Oud EDP Spray 3.4 oz Fragrances 6205413337789,Men,EDP,17.85,29.0,3.0,517.6500000000001,25.654999999999998,Budget,Mass Market,Medium Seller,Low,United States,Low Stock,Fast,Others
Zara,ZARA  8.0 SUMMER Eau Dau Toilette 100 ML,Men,Unknown,15.0,3.0,2.0,45.0,6.6,Budget,Mass Market,Low Seller,Low,United States,Low Stock,Slow,Others
Juicy Couture,Viva La Juicy Rose by Juicy Couture 3.4 oz EDP Perfume for Women New In Box,Women,EDP,34.59,1790.0,0.0,61916.100000000006,1263.377,Mid-Range,Premium,High Seller,Medium,United States,Low Stock,Fast,Top 10%
Perry Ellis,360 by Perry Ellis 3.4 oz EDT Cologne for Men New In Box,Men,EDT,23.01,2611.0,5.0,60079.11,1834.6029999999998,Budget,Mass Market,High Seller,Low,United States,Medium Stock,Fast,Top 10%
Guerlain,Guerlain Perfume Sample Spray Vials 1ml - 2ml Choose Your Scent & Combined,Women,Unknown,4.95,287.0,0.0,1420.65,202.385,Budget,Mass Market,High Seller,Low,United States,Low Stock,Fast,Others
Blue Perfumes,JPG le male inspiration Blue for Men Eau De Toilette 4.2 oz / 125 ml,Men,Eau De Toilette,16.99,3.0,0.0,50.97,7.196999999999999,Budget,Mass Market,Low Seller,Low,United States,Low Stock,Fast,Others
Hermes,Hermes Men's Terre D'Hermes Parfum Spray 0.42 oz Fragrances 3346131402519,Men,Parfum,28.19,6.0,3.0,169.14000000000001,12.657,Budget,Mass Market,Low Seller,Low,United States,Low Stock,Slow,Others
Dossier,Dossier Aromatic Pineapple Eau de Parfum. Size: 50ml / 1.7oz,Men,Parfum,20.0,0.0,10.0,0.0,6.0,Budget,Mass Market,Low Seller,Medium,United States,Medium Stock,Slow,Others
Juicy Couture,JUICY COUTURE SOLID PERFUME STICK for Women 0.17 oz Mini NEW Free Ship,Women,Unknown,5.65,178.0,6.0,1005.7,126.29499999999999,Budget,Mass Market,High Seller,Medium,United States,Medium Stock,Fast,Others
Calvin Klein,Euphoria by Calvin Klein 6.7 oz Sensual Skin Body Lotion for Women Brand New,Women,Unknown,18.88,2002.0,10.0,37797.759999999995,1407.0639999999999,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Top 25%
Ralph Lauren,Polo Cologne Intense by Ralph Lauren for men EDC 8.0 oz New in Box,Men,Cologne,53.99,229.0,129.0,12363.710000000001,176.49699999999999,Mid-Range,Premium,High Seller,High,United States,High Stock,Slow,Top 25%
Parfums de Marly,Parfums De Marly Delina EDP Official Carded Sample Spray 0.05oz / 1.5ml,Women,EDP,12.49,490.0,8.0,6120.1,346.747,Budget,Mass Market,High Seller,Medium,United States,Medium Stock,Fast,Others
Victoria's Secret,Victoria's Secret Tease Women's EDP Spray 3.4 oz 100ml New in Box,Women,EDP,30.99,89.0,4.0,2758.1099999999997,71.597,Mid-Range,Premium,Medium Seller,Medium,United States,Low Stock,Fast,Others
Coach,"Coach Signature by Coach, 3.3 oz EDP Spray for Women",Women,EDP,37.96,116.0,0.0,4403.36,92.588,Mid-Range,Premium,High Seller,Medium,United States,Low Stock,Fast,Others
Dior,Dior Sauvage EDP Men's Fragrance 3.4 Oz New Sealed in Box,Men,EDP,84.99,73.0,5.0,6204.2699999999995,76.597,Luxury,Luxury,Medium Seller,Medium,United States,Medium Stock,Fast,Others
M·A·C,mac turquatic fragrance  perfume .68oz/20ml - NIB - FREE SHIPPING,Women,Unknown,29.99,45.0,7.0,1349.55,40.497,Budget,Mass Market,Medium Seller,Low,United States,Medium Stock,Fast,Others
Liz Claiborne,BORA BORA by Liz Claiborne perfume for women EDP 3.4 oz New in Box,Women,EDP,17.25,2156.0,165.0,37191.0,1514.3749999999998,Budget,Mass Market,High Seller,Medium,United States,High Stock,Fast,Top 25%
Dolce&Gabbana,Dolce & Gabbana Cologne For Men Eau De Toilette Spray 2.5oz./75ml NEW (E2E-1351),Men,Cologne,27.99,9.0,10.0,251.91,14.697,Budget,Mass Market,Low Seller,High,United States,Medium Stock,Slow,Others
Versace,Versace Bright Crystal EDT 3oz Women's Scent Spray New,Women,EDT,33.0,18.0,5.0,594.0,22.5,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Moderate,Others
Unbranded,Versace Dylan 3.4 oz Eau de Parfum Spray Parfume Fragrances for Women Purple,Women,Parfum,58.99,12.0,10.0,707.88,26.096999999999998,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Slow,Others
Giorgio Armani,Giorgio Armani Acqua Di Gio 6.7oz / 200ml Men's Eau de Toilette Spray Brand New,Men,Eau De Toilette,45.95,578.0,5.0,26559.100000000002,418.385,Mid-Range,Premium,High Seller,High,United States,Medium Stock,Fast,Top 25%
Ralph Lauren,Polo Green by Ralph Lauren Cologne for Men 4 / 4.0 oz Brand New In Box,Men,Cologne,35.99,4520.0,10.0,162674.80000000002,3174.797,Mid-Range,Premium,High Seller,High,United States,Medium Stock,Fast,Top 10%
Fragrance World,Fragrance World Men's Imperium EDP Spray 3.4 oz Fragrances 6291108326763,Men,EDP,27.99,1.0,3.0,27.99,9.096999999999998,Budget,Mass Market,Low Seller,Low,United States,Low Stock,Slow,Others
Pink sugar,Premium Fragrance Body Oil PINK SUGAR for Women 16 oz,Women,Unknown,33.5,11.0,10.0,368.5,17.75,Mid-Range,Premium,Low Seller,Low,United States,Medium Stock,Slow,Others
Giorgio Armani,Giorgio Armani Aqua Di Gio Men's 3.4 oz EDT Classic Scent Brand New,Men,EDT,29.99,233.0,6.0,6987.67,172.09699999999998,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Others
CHANEL,Chanel Chance Eau Fraiche EDT Eau de Toilette Spray 3.4 Oz 100 Ml (Sealed Box),Women,EDT,115.22,5.0,8.0,576.1,38.065999999999995,Luxury,Luxury,Low Seller,Medium,United States,Medium Stock,Slow,Others
Ariana Grande,Cloud by Ariana Grande 3.4 oz / 100 ML EDP Perfume for Women New In Box Sealed,Women,EDP,33.8,303.0,8.0,10241.4,222.23999999999998,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
Marc Jacobs,Daisy Marc Jacobs Eau So Fresh POP 2.5 oz/ 75 ml EDT Spray for Women. New in Box,Women,EDT,74.99,13.0,10.0,974.8699999999999,31.596999999999994,Mid-Range,Premium,Low Seller,Medium,United States,Medium Stock,Slow,Others
Unbranded,Hawas for him Eau De Parfum By Rasasi 100ml 3.4 FL OZ NEW,Men,Parfum,15.89,17.0,10.0,270.13,16.666999999999998,Budget,Mass Market,Low Seller,High,China,Medium Stock,Slow,Others
Coach,Coach Floral 3.0 oz EDP eau de parfum spray womens perfume 90ml Tester,Women,EDP,29.2,505.0,10.0,14746.0,362.26,Budget,Mass Market,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
Gucci,Gucci Flora Gorgeous Jasmine 3.3 oz EDP Perfume for Women New In Box,Women,EDP,87.52,188.0,10.0,16453.76,157.856,Luxury,Luxury,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
Thierry Mugler,Thierry Mugler Angel 1.7oz EDP Women's Perfume Spray New Sealed,Women,EDP,43.99,25.0,6.0,1099.75,30.697000000000003,Mid-Range,Premium,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
Givenchy,Gentlemen Only by Givenchy  3.3oz EDT  Men's Cologne New Tester,Men,EDT,39.95,178.0,13.0,7111.1,136.585,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Others
Versace,Versace Eros Flame by Versace 3.4 oz EDP Cologne PARFUM for Men New In Box,Men,EDP,36.99,37.0,9.0,1368.63,36.997,Mid-Range,Premium,Medium Seller,High,Canada,Medium Stock,Moderate,Others
Gucci,Gucci Guilty Pour Femme by Gucci perfume for Women EDP 3.0 oz New Tester,Women,EDP,59.4,120.0,50.0,7128.0,101.82,Mid-Range,Premium,High Seller,Medium,United States,High Stock,Moderate,Others
Avon,sensus ultra colonia de avon para caballero elije tu favorita 100% original,Men,Unknown,34.99,577.0,10.0,20189.23,414.397,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
Coach,Coach Floral by Coach EDP 3 / 3.0 oz Perfume for Women Brand New Tester,Women,EDP,34.33,767.0,10.0,26331.109999999997,547.199,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
Creed,Creed Silver Mountain Water by Creed 3.3 oz Perfume Cologne for Men New In Box,Men,Cologne,180.17,327.0,0.0,58915.59,282.95099999999996,Luxury,Luxury,High Seller,Medium,United States,Low Stock,Fast,Top 10%
Lattafa,Rave Now Women EDP Perfume By Rave Lattafa 100 ML🥇Gift Rich Amazing Fragrance🥇,Women,EDP,30.89,8.0,8.0,247.12,14.866999999999999,Mid-Range,Premium,Low Seller,Medium,United States,Medium Stock,Slow,Others
Jeanne Arthes,Jeanne Arthes Boum Candy Land Eau de Parfum Women Vanille Sa Pomme d'Amour 100ml,Women,Parfum,29.66,163.0,10.0,4834.58,122.99799999999999,Budget,Mass Market,High Seller,Low,Bulgaria,Medium Stock,Fast,Others
Armaf,Club de Nuit Intense by Armaf 6.8 oz EDP Cologne for Men New In Box,Men,EDP,54.26,2550.0,0.0,138363.0,1801.278,Mid-Range,Premium,High Seller,High,United States,Low Stock,Fast,Top 10%
Liz Claiborne,Curve Cologne for Men by Liz Claiborne  6.7 / 6.8 oz Spray EDC New in Box,Men,Cologne,33.99,6634.0,155.0,225489.66,4653.996999999999,Mid-Range,Premium,High Seller,Medium,United States,High Stock,Fast,Top 10%
Yves Saint Laurent,Black Opium by Yves Saint Laurent EDP for Women 3.0 oz / 90 ml NEW,Women,EDP,39.95,3.0,10.0,119.85000000000001,14.085,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Slow,Others
Calvin Klein,Calvin Klein Eternity Air 3.4 oz EDT spray mens cologne 100ml NIB,Men,EDT,28.99,124.0,10.0,3594.7599999999998,95.497,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Others
Lanvin,ARPEGE by Lanvin 3.3 / 3.4 oz EDP For Women New in Box Sealed,Women,EDP,24.77,1585.0,200.0,39260.45,1116.931,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 25%
Giorgio Beverly Hills,GIORGIO by Giorgio Beverly Hills 3 / 3.0 oz EDT Perfume for Women New In Box,Women,EDT,22.51,3319.0,189.0,74710.69,2330.053,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 10%
Estée Lauder,PLEASURES INTENSE by Estee Lauder 3.4 oz edp Perfume for women NEW IN BOX,Women,EDP,42.04,413.0,413.0,17362.52,301.712,Mid-Range,Premium,High Seller,Medium,United States,High Stock,Slow,Top 25%
Unbranded,Hawas for him Eau De Parfum By Rasasi 100ml 3.4 FL OZ NEW,Men,Parfum,17.99,3.0,10.0,53.97,7.496999999999999,Budget,Mass Market,Low Seller,High,China,Medium Stock,Slow,Others
Jean Paul Gaultier,Jean Paul Gaultier Le Male Cologne EDT 4.2oz Iconic Masculine Fragrance Allure,Men,EDT,48.99,30.0,10.0,1469.7,35.697,Mid-Range,Premium,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
Mercedes-Benz,MERCEDES BENZ CLUB BLACK EDT 3.4 OZ / 100 ML FOR MEN (NEW IN WHITE BOX),Men,EDT,37.99,2.0,4.0,75.98,12.797,Mid-Range,Premium,Low Seller,Low,United States,Low Stock,Slow,Others
As Show,Carmina By Creed2.5 oz / 75 ml Eau De Parfum For Women New In Box,Women,Parfum,124.99,3.0,0.0,374.96999999999997,39.597,Luxury,Luxury,Low Seller,Medium,Hong Kong,Low Stock,Fast,Others
Jimmy Choo,"I Want Choo Forever by Jimmy Choo, 3.3 oz EDP Spray for Women",Women,EDP,58.62,48.0,10.0,2813.7599999999998,51.18599999999999,Mid-Range,Premium,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
John Varvatos,JOHN VARVATOS 4.2 oz EDT Cologne for Men New In Box Sealed,Men,EDT,33.36,453.0,4.0,15112.08,327.10799999999995,Mid-Range,Premium,High Seller,Low,United States,Low Stock,Fast,Top 25%
Anna Sui,"ANNA SUI Sundae 3-Piece Minature Set (Pretty Pink, Mellow Yellow & Violet Vibe)",Women,Unknown,69.89,24.0,6.0,1677.3600000000001,37.766999999999996,Mid-Range,Premium,Medium Seller,Low,Japan,Medium Stock,Moderate,Others
Givenchy,GENTLEMEN ONLY by Givenchy Cologne 3.3 / 3.4 oz EDT Cologne For Men New in Box,Men,EDT,50.44,636.0,13.0,32079.84,460.332,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
J. Del Pozo,Halloween Man Hero by Jesus Del Pozo cologne EDT 4.2 oz New in Box,Men,EDT,28.11,542.0,7.0,15235.619999999999,387.83299999999997,Budget,Mass Market,High Seller,Low,United States,Medium Stock,Fast,Top 25%
Sol De Janeiro,Sol de Janeiro SOL Cheirosa '62 Eau de Parfum 1.7 oz / 50ML NIB Factory Sealed,Women,Parfum,59.98,5.0,10.0,299.9,21.494,Mid-Range,Premium,Low Seller,Low,United States,Medium Stock,Slow,Others
